\;File name;Slice name;# Boxes;RegMin;RegMax;Scanning type;Color model;Db;R2;StdErr
"";512_10;null;10;1;10;Raster box;Binary;1.354936145395028;0.9887836071902147;0.05102109925897686
"";512_10;null;10;1;10;Raster box;Binary;1.2414793884931634;0.9782317363109769;0.06547651271290603
"";512_10;null;10;1;10;Raster box;Binary;1.3736850940039351;0.9901711022304035;0.04838820116400315
"";512_10;null;10;1;10;Raster box;Binary;1.4048659923906348;0.9907061881013987;0.048107679336998055
"";512_10;null;10;1;10;Raster box;Binary;1.3553988362955016;0.9873920631497788;0.054150106037323155
"";512_10;null;10;1;10;Raster box;Binary;1.3981657849924736;0.9901229669676809;0.04937218668628293
"";512_10;null;10;1;10;Raster box;Binary;1.3960882043352325;0.9915570648122968;0.045546576127958656
"";512_10;null;10;1;10;Raster box;Binary;1.2910929052988995;0.9810466295727968;0.06344697216541892
"";512_10;null;10;1;10;Raster box;Binary;1.3760825076253096;0.9890765684428189;0.05112861988768827
"";512_10;null;10;1;10;Raster box;Binary;1.3686161827462828;0.9871099375074565;0.055294435250363295
"";512_10;null;10;1;10;Raster box;Binary;1.4130402322671416;0.9907503736761786;0.04827135673106982
"";512_10;null;10;1;10;Raster box;Binary;1.3743684755086745;0.9880601183674221;0.05341540396806996
"";512_10;null;10;1;10;Raster box;Binary;1.4065655990038537;0.989596495998433;0.05098891173285415
"";512_10;null;10;1;10;Raster box;Binary;1.3177393900197274;0.9825144958176899;0.06215186012208183
"";512_10;null;10;1;10;Raster box;Binary;1.3302207464198461;0.985032584601612;0.05797314095811863
"";512_10;null;10;1;10;Raster box;Binary;1.3044646936507582;0.9836416159156931;0.05947563516594686
"";512_10;null;10;1;10;Raster box;Binary;1.401388188345457;0.9897311294805312;0.05046801030705363
"";512_10;null;10;1;10;Raster box;Binary;1.409638022284833;0.9901045202298805;0.049824221087666515
"";512_10;null;10;1;10;Raster box;Binary;1.33233860939916;0.9827256928943698;0.06245306868863556
"";512_10;null;10;1;10;Raster box;Binary;1.295099309944137;0.9788920396586958;0.0672378495123516
"";512_10;null;10;1;10;Raster box;Binary;1.392226687216543;0.9872618968163728;0.05591150135344758
"";512_10;null;10;1;10;Raster box;Binary;1.2869476389430605;0.9775472593847419;0.06895752766405497
"";512_10;null;10;1;10;Raster box;Binary;1.3705758780438695;0.9856906470234669;0.05838452766569361
"";512_10;null;10;1;10;Raster box;Binary;1.3648444645113536;0.9844224103919799;0.060701238524666454
"";512_10;null;10;1;10;Raster box;Binary;1.35970231112424;0.9844594301060361;0.06039950800169227
"";512_10;null;10;1;10;Raster box;Binary;1.288413899244404;0.9784833904329773;0.06754926043254939
"";512_10;null;10;1;10;Raster box;Binary;1.3737808179550959;0.9858872345961998;0.05811187576434135
"";512_10;null;10;1;10;Raster box;Binary;1.3935640914896337;0.987942563068612;0.05443066057433125
"";512_10;null;10;1;10;Raster box;Binary;1.3419688976421966;0.9796733050914326;0.06834239657485446
"";512_10;null;10;1;10;Raster box;Binary;1.3979783114314615;0.9858879588429835;0.059133907308842666
"";512_10;null;10;1;10;Raster box;Binary;1.4040823306910495;0.9863898895858262;0.058311484624741915
"";512_10;null;10;1;10;Raster box;Binary;1.3190546299436166;0.9802908024712458;0.06612638727201349
"";512_10;null;10;1;10;Raster box;Binary;1.3890402703271534;0.9839258691396056;0.06277003972924881
"";512_10;null;10;1;10;Raster box;Binary;1.363508030839989;0.9846482124472307;0.060193782429123883
"";512_10;null;10;1;10;Raster box;Binary;1.2578185258190984;0.9721278634066048;0.07530025184426757
"";512_10;null;10;1;10;Raster box;Binary;1.3449417107462482;0.9805480085984453;0.06697397451570108
"";512_10;null;10;1;10;Raster box;Binary;1.402732128512034;0.9879990650023703;0.05465866570016524
"";512_10;null;10;1;10;Raster box;Binary;1.3803861704419869;0.9849216854067802;0.0603852900096624
"";512_10;null;10;1;10;Raster box;Binary;1.4180333015585143;0.9860927309839926;0.05953926727375828
"";512_10;null;10;1;10;Raster box;Binary;1.3767638605716523;0.9815678525736521;0.06670252410598672
"";512_10;null;10;1;10;Raster box;Binary;1.428257043838886;0.9852102828952195;0.06186953422975204
"";512_10;null;10;1;10;Raster box;Binary;1.398540114080812;0.9857861767986071;0.05937368810891325
"";512_10;null;10;1;10;Raster box;Binary;1.3967557416259568;0.9843360327286722;0.062295211361794806
"";512_10;null;10;1;10;Raster box;Binary;1.361970248811097;0.9813829699703844;0.0663221456923592
"";512_10;null;10;1;10;Raster box;Binary;1.3056996319709753;0.9754290214659586;0.07326755146595254
"";512_10;null;10;1;10;Raster box;Binary;1.414322097629955;0.98628551375364;0.05896465717706214
"";512_10;null;10;1;10;Raster box;Binary;1.4233810220376908;0.9856298321264398;0.060764534951751575
"";512_10;null;10;1;10;Raster box;Binary;1.2943950248379061;0.9726511345762711;0.07673843708143444
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;1.222624941893503;0.9823740305555169;0.05790103509077024
"";512_10;null;10;1;10;Raster box;Binary;1.1793546440965195;0.9802348596946817;0.059208533891573226
"";512_10;null;10;1;10;Raster box;Binary;1.2619382818530893;0.979263283840203;0.06492521216877907
"";512_10;null;10;1;10;Raster box;Binary;1.1491489187588606;0.9793137925685006;0.059048765344715495
"";512_10;null;10;1;10;Raster box;Binary;1.2261313676205114;0.9814718536880755;0.05956197232319727
"";512_10;null;10;1;10;Raster box;Binary;1.2221005014192923;0.9818478049825686;0.058749532679197775
"";512_10;null;10;1;10;Raster box;Binary;1.1816283241471857;0.9795108159514168;0.060421793599387395
"";512_10;null;10;1;10;Raster box;Binary;1.2403504521614357;0.9802792905515265;0.06219933896630077
"";512_10;null;10;1;10;Raster box;Binary;1.2416809196978975;0.9815944495698335;0.06011368787099355
"";512_10;null;10;1;10;Raster box;Binary;1.161727251485774;0.9842008768687396;0.052039582255197586
"";512_10;null;10;1;10;Raster box;Binary;1.3229258055014423;0.9903191891992768;0.04624435895823645
"";512_10;null;10;1;10;Raster box;Binary;1.333122335746989;0.9893684262158156;0.04885902169725986
"";512_10;null;10;1;10;Raster box;Binary;1.298158486944099;0.9894366735134905;0.047423005356003384
"";512_10;null;10;1;10;Raster box;Binary;1.3265304539194227;0.99072927216813;0.04536821051907972
"";512_10;null;10;1;10;Raster box;Binary;1.2604917951596595;0.9885824026634769;0.04789343132708285
"";512_10;null;10;1;10;Raster box;Binary;1.2709135941120506;0.9905149172874714;0.043970467443164525
"";512_10;null;10;1;10;Raster box;Binary;1.3415579798597543;0.989647646915159;0.0485113871512837
"";512_10;null;10;1;10;Raster box;Binary;1.2585351240609308;0.9858176911911378;0.05336979223482536
"";512_10;null;10;1;10;Raster box;Binary;1.3393468581336514;0.9894180842762194;0.04897114934453015
"";512_10;null;10;1;10;Raster box;Binary;1.3689176198338107;0.9908899080174909;0.0464067333069372
"";512_10;null;10;1;10;Raster box;Binary;1.424861505381634;0.9938147915262185;0.039742218157641986
"";512_10;null;10;1;10;Raster box;Binary;1.3714666653835623;0.9925294758520841;0.042067247152485436
"";512_10;null;10;1;10;Raster box;Binary;1.3852128797484868;0.9938178533785851;0.03862671549443074
"";512_10;null;10;1;10;Raster box;Binary;1.2903665930713062;0.9866495731079493;0.05306818416883964
"";512_10;null;10;1;10;Raster box;Binary;1.3369427932712814;0.9912379743900118;0.04444072387816992
"";512_10;null;10;1;10;Raster box;Binary;1.402499196748825;0.9921996625971417;0.04396578020366837
"";512_10;null;10;1;10;Raster box;Binary;1.3378279083967493;0.9894179555293506;0.04891591204545905
"";512_10;null;10;1;10;Raster box;Binary;1.3615131725309404;0.9921519333068325;0.04281235372365117
"";512_10;null;10;1;10;Raster box;Binary;1.3431248491955088;0.9910227574630527;0.045196109909115004
"";512_10;null;10;1;10;Raster box;Binary;1.342037824795319;0.9908175321908433;0.04567753182246607
"";512_10;null;10;1;10;Raster box;Binary;1.3886102678088696;0.9918770199178394;0.044428756555482445
"";512_10;null;10;1;10;Raster box;Binary;1.4389445639873926;0.9934919533400688;0.04117581664875725
"";512_10;null;10;1;10;Raster box;Binary;1.3743250073340203;0.991082497262918;0.04609047436798803
"";512_10;null;10;1;10;Raster box;Binary;1.3805881451430237;0.9917222309526719;0.04459444616636707
"";512_10;null;10;1;10;Raster box;Binary;1.3514246444800542;0.9876204930274383;0.05349380236536355
"";512_10;null;10;1;10;Raster box;Binary;1.3880726048197252;0.9919993505911685;0.04407315243447125
"";512_10;null;10;1;10;Raster box;Binary;1.3438395120140088;0.9887904135584621;0.05058771745751572
"";512_10;null;10;1;10;Raster box;Binary;1.38864607034731;0.9913302948072499;0.04591341028132336
"";512_10;null;10;1;10;Raster box;Binary;1.3972771278018457;0.9930312400144082;0.04138413236486304
"";512_10;null;10;1;10;Raster box;Binary;1.3269293294254412;0.9853672775106924;0.05716975093302149
"";512_10;null;10;1;10;Raster box;Binary;1.4776843976872323;0.9937514465650553;0.04142738795701386
"";512_10;null;10;1;10;Raster box;Binary;1.3793373353714142;0.9871083090292426;0.055731154217099774
"";512_10;null;10;1;10;Raster box;Binary;1.4092146872086933;0.9897556806458395;0.05068853275058257
"";512_10;null;10;1;10;Raster box;Binary;1.4007208468780739;0.9907494905510362;0.047852815521043576
"";512_10;null;10;1;10;Raster box;Binary;1.4657877066868632;0.9936189542733472;0.04153001387086674
"";512_10;null;10;1;10;Raster box;Binary;1.4249223673956386;0.9923295875392648;0.04429223535096487
"";512_10;null;10;1;10;Raster box;Binary;1.4028763448924546;0.9916158991299728;0.045606936976201495
"";512_10;null;10;1;10;Raster box;Binary;1.3943826543605213;0.9905246208397895;0.04821727242450249
"";512_10;null;10;1;10;Raster box;Binary;1.4242289178311267;0.9922426121863935;0.04452291808925069
"";512_10;null;10;1;10;Raster box;Binary;1.4159650042617078;0.9902605639641266;0.049647763464849365
"";512_10;null;10;1;10;Raster box;Binary;1.4926242634676168;0.9939309921954712;0.04123692142018772
"";512_10;null;10;1;10;Raster box;Binary;1.3959001638958872;0.9873422038694121;0.055879763885083054
"";512_10;null;10;1;10;Raster box;Binary;1.4271919009759406;0.9907525238033876;0.04874907689762929
"";512_10;null;10;1;10;Raster box;Binary;1.4171119933706011;0.9903887891378138;0.04935661590288358
"";512_10;null;10;1;10;Raster box;Binary;1.375687187774491;0.9840696515220552;0.061883435794307474
"";512_10;null;10;1;10;Raster box;Binary;1.4093583286050955;0.989900710747351;0.050329894522323025
"";512_10;null;10;1;10;Raster box;Binary;1.4325343094408942;0.9912033553814353;0.04771305013349948
"";512_10;null;10;1;10;Raster box;Binary;1.2769319343476557;0.9743261122029327;0.07328522122770086
"";512_10;null;10;1;10;Raster box;Binary;1.4616792772702392;0.9930300116742176;0.04329541777379406
"";512_10;null;10;1;10;Raster box;Binary;1.4781775777022512;0.9931230523455741;0.0434888521127559
"";512_10;null;10;1;10;Raster box;Binary;1.435128618187604;0.9890631111099677;0.053355688601587216
"";512_10;null;10;1;10;Raster box;Binary;1.4410910822155745;0.9899799675079772;0.05125872492402342
"";512_10;null;10;1;10;Raster box;Binary;1.4413605680662473;0.9892664756031337;0.053081375855413726
"";512_10;null;10;1;10;Raster box;Binary;1.4303649241882803;0.9894698105287107;0.05216974055490129
"";512_10;null;10;1;10;Raster box;Binary;1.4716455274781;0.9913215637997536;0.04868236658002867
"";512_10;null;10;1;10;Raster box;Binary;1.434352091998064;0.988421743173958;0.054885954575712305
"";512_10;null;10;1;10;Raster box;Binary;1.4106908007135925;0.9882336212933645;0.05442249389235961
"";512_10;null;10;1;10;Raster box;Binary;1.452296168232794;0.9909448309425528;0.04908329857062629
"";512_10;null;10;1;10;Raster box;Binary;1.4945534321633527;0.9928058460241171;0.04498048710507636
"";512_10;null;10;1;10;Raster box;Binary;1.3654828233186904;0.9855250494403107;0.058508095118674476
"";512_10;null;10;1;10;Raster box;Binary;1.4945288761303557;0.9925023297612443;0.045925798640832675
"";512_10;null;10;1;10;Raster box;Binary;1.448699122848692;0.9883038500091188;0.05571978404984544
"";512_10;null;10;1;10;Raster box;Binary;1.4588982581775585;0.9909465254879996;0.049301773742601106
"";512_10;null;10;1;10;Raster box;Binary;1.427504415374542;0.9857423994752713;0.06069794241879753
"";512_10;null;10;1;10;Raster box;Binary;1.488565056844732;0.9910739834116812;0.04994576086182952
"";512_10;null;10;1;10;Raster box;Binary;1.4027854554652406;0.9848541751515578;0.06150448137360604
"";512_10;null;10;1;10;Raster box;Binary;1.425141906973631;0.9867770289858704;0.05832679658559629
"";512_10;null;10;1;10;Raster box;Binary;1.4473023313915054;0.9873840853649161;0.05784030542132206
"";512_10;null;10;1;10;Raster box;Binary;1.4272392552038033;0.9856777486201191;0.06082609815010358
"";512_10;null;10;1;10;Raster box;Binary;1.3183548609132074;0.9718365308358617;0.07934760018456223
"";512_10;null;10;1;10;Raster box;Binary;1.455528126198373;0.9877692176392199;0.057263116928201456
"";512_10;null;10;1;10;Raster box;Binary;1.497457797175812;0.9901645246811552;0.0527659295430677
"";512_10;null;10;1;10;Raster box;Binary;1.525932029661678;0.9927604544553899;0.04607057294628769
"";512_10;null;10;1;10;Raster box;Binary;1.44050972243357;0.9852598001217184;0.06229418451969531
"";512_10;null;10;1;10;Raster box;Binary;1.4532541024728336;0.9865605820832156;0.059968738626062786
"";512_10;null;10;1;10;Raster box;Binary;1.4011488304437065;0.9784420172379611;0.07353190003632204
"";512_10;null;10;1;10;Raster box;Binary;1.3868499584871674;0.9792886594413793;0.07130717425764675
"";512_10;null;10;1;10;Raster box;Binary;1.4556729329455478;0.9863056151294395;0.060643509309555296
"";512_10;null;10;1;10;Raster box;Binary;1.4573356816037204;0.9856948544815183;0.06207110832989807
"";512_10;null;10;1;10;Raster box;Binary;1.490230365718488;0.9891640561105347;0.055145188483067036
"";512_10;null;10;1;10;Raster box;Binary;1.4144991310006518;0.9814569404200408;0.06874051208435299
"";512_10;null;10;1;10;Raster box;Binary;1.5155585910399898;0.990917527033291;0.051299252760602154
"";512_10;null;10;1;10;Raster box;Binary;1.4780373764020924;0.9875659716254379;0.05863585896433568
"";512_10;null;10;1;10;Raster box;Binary;1.4423788846995704;0.9844919617607072;0.06400393962483863
"";512_10;null;10;1;10;Raster box;Binary;1.4993756823656441;0.9889907285383259;0.05593049327646652
"";512_10;null;10;1;10;Raster box;Binary;1.492112801669467;0.9868107321943876;0.06098879801176089
"";512_10;null;10;1;10;Raster box;Binary;1.5064331234523143;0.989232001923689;0.05556780843795579
"";512_10;null;10;1;10;Raster box;Binary;1.5458554434527416;0.9927751912313476;0.04662422289636097
"";512_10;null;10;1;10;Raster box;Binary;1.4754565273315774;0.9874525788900564;0.05880314269002801
"";512_10;null;10;1;10;Raster box;Binary;1.505115151154712;0.9897628090589214;0.05411897598409641
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;1.2809211849457431;0.9812493884476736;0.06260304155368526
"";512_10;null;10;1;10;Raster box;Binary;1.2438862489079785;0.9832435754807765;0.05741108992256721
"";512_10;null;10;1;10;Raster box;Binary;1.2901372844465437;0.9824271638961085;0.06100447318693216
"";512_10;null;10;1;10;Raster box;Binary;1.3306648592564227;0.9831362804477601;0.061616002451874985
"";512_10;null;10;1;10;Raster box;Binary;1.3319412158171944;0.9811549315261187;0.06526346515695283
"";512_10;null;10;1;10;Raster box;Binary;1.3155889400080916;0.9823060618759322;0.062425791904438546
"";512_10;null;10;1;10;Raster box;Binary;1.2485335555813954;0.9817865291534407;0.06012333303816438
"";512_10;null;10;1;10;Raster box;Binary;1.2741994354291404;0.9802223640179175;0.06399076483622139
"";512_10;null;10;1;10;Raster box;Binary;1.2277434891755248;0.9799738299801639;0.06205179608557861
"";512_10;null;10;1;10;Raster box;Binary;1.2668808774492153;0.9803041837454757;0.06348883402466722
"";512_10;null;10;1;10;Raster box;Binary;1.3988206392008946;0.9908177209883511;0.04760969484742864
"";512_10;null;10;1;10;Raster box;Binary;1.3551633281429278;0.9896423961186046;0.049015919049926915
"";512_10;null;10;1;10;Raster box;Binary;1.4182095431470056;0.991308296754655;0.04695085273549552
"";512_10;null;10;1;10;Raster box;Binary;1.406213491009294;0.9903812529079185;0.04899641609411318
"";512_10;null;10;1;10;Raster box;Binary;1.371512666298445;0.990005149316872;0.04872190467617572
"";512_10;null;10;1;10;Raster box;Binary;1.3427680541196145;0.9866734967194317;0.055173099307772346
"";512_10;null;10;1;10;Raster box;Binary;1.3057845853796954;0.9856148730321355;0.055773740223074623
"";512_10;null;10;1;10;Raster box;Binary;1.3925439524813426;0.9897530663747801;0.050095354201619514
"";512_10;null;10;1;10;Raster box;Binary;1.3356143035685246;0.9888117238880152;0.05022973098838557
"";512_10;null;10;1;10;Raster box;Binary;1.356710455611708;0.9889536180210337;0.05069489700554095
"";512_10;null;10;1;10;Raster box;Binary;1.4801169479813447;0.9941622988876692;0.040099902899692126
"";512_10;null;10;1;10;Raster box;Binary;1.405582503444658;0.9907426831493225;0.04803673446792191
"";512_10;null;10;1;10;Raster box;Binary;1.384320933762098;0.9901933908056629;0.048706981438366874
"";512_10;null;10;1;10;Raster box;Binary;1.4176946415668634;0.9901064236452456;0.05010411785177296
"";512_10;null;10;1;10;Raster box;Binary;1.4486778348584795;0.9936298076643488;0.041010096272039984
"";512_10;null;10;1;10;Raster box;Binary;1.4507185595871734;0.9940420218478458;0.03970866211484879
"";512_10;null;10;1;10;Raster box;Binary;1.464608799544306;0.9937898520567763;0.04093363757029307
"";512_10;null;10;1;10;Raster box;Binary;1.3762423344863546;0.9887998138572117;0.05178552122312131
"";512_10;null;10;1;10;Raster box;Binary;1.380136001508723;0.989297019702568;0.05075348913333369
"";512_10;null;10;1;10;Raster box;Binary;1.3497861343682518;0.9876010007715644;0.05347151940783494
"";512_10;null;10;1;10;Raster box;Binary;1.463746453223928;0.9922688346399999;0.04568027059502626
"";512_10;null;10;1;10;Raster box;Binary;1.399115249625505;0.9895058127011662;0.05094173442576043
"";512_10;null;10;1;10;Raster box;Binary;1.414427910223451;0.988531803995361;0.05386269188155052
"";512_10;null;10;1;10;Raster box;Binary;1.4988658706449558;0.993418896844509;0.04313213123456379
"";512_10;null;10;1;10;Raster box;Binary;1.4293686682923428;0.9908635956270782;0.04852661353307676
"";512_10;null;10;1;10;Raster box;Binary;1.5269952722516305;0.9951108819979029;0.03784183788767127
"";512_10;null;10;1;10;Raster box;Binary;1.448358151038907;0.9915693728383222;0.04721710588184558
"";512_10;null;10;1;10;Raster box;Binary;1.4734512814455567;0.9939788853696326;0.0405453128234213
"";512_10;null;10;1;10;Raster box;Binary;1.4280946988037937;0.991062916486444;0.04794676480998634
"";512_10;null;10;1;10;Raster box;Binary;1.4705634243256367;0.9927496102639619;0.04443238034544334
"";512_10;null;10;1;10;Raster box;Binary;1.4318678545879222;0.9886254615135176;0.05430113939069679
"";512_10;null;10;1;10;Raster box;Binary;1.4891768193502488;0.991934179958808;0.04747709198868941
"";512_10;null;10;1;10;Raster box;Binary;1.4606995374090366;0.990473786872633;0.050647096353423154
"";512_10;null;10;1;10;Raster box;Binary;1.4965057242411663;0.9944753623202736;0.039435583883580545
"";512_10;null;10;1;10;Raster box;Binary;1.4794852497192579;0.9917030877062587;0.047844614871814115
"";512_10;null;10;1;10;Raster box;Binary;1.474117490821617;0.9913368606649925;0.04872076828429646
"";512_10;null;10;1;10;Raster box;Binary;1.4476905739069144;0.9903973220759165;0.050399033242368024
"";512_10;null;10;1;10;Raster box;Binary;1.5026109322173689;0.9934381316322871;0.04317624753344607
"";512_10;null;10;1;10;Raster box;Binary;1.5159168302259964;0.9935789026743207;0.043085766834475965
"";512_10;null;10;1;10;Raster box;Binary;1.5047360049285554;0.9940942983013358;0.04100504389833305
"";512_10;null;10;1;10;Raster box;Binary;1.5516364883573752;0.9958721955935962;0.035318539969215135
"";512_10;null;10;1;10;Raster box;Binary;1.4923704902457182;0.9918520791105767;0.047822426367128905
"";512_10;null;10;1;10;Raster box;Binary;1.4714657576913368;0.9899964558531932;0.05229561723466141
"";512_10;null;10;1;10;Raster box;Binary;1.5158961657390029;0.9932144861330716;0.04429903946960008
"";512_10;null;10;1;10;Raster box;Binary;1.5200894420116617;0.9930072337313396;0.04509957498374484
"";512_10;null;10;1;10;Raster box;Binary;1.5025821090135263;0.9911781828780848;0.05011830539769341
"";512_10;null;10;1;10;Raster box;Binary;1.3670339340135997;0.9764533401360037;0.07505389049491133
"";512_10;null;10;1;10;Raster box;Binary;1.5022468642014752;0.9919905126963077;0.047724887352307184
"";512_10;null;10;1;10;Raster box;Binary;1.4563398489070585;0.9889987595028293;0.05430510972066897
"";512_10;null;10;1;10;Raster box;Binary;1.5489479483979203;0.9951382687556837;0.03827767847742328
"";512_10;null;10;1;10;Raster box;Binary;1.5193991693339448;0.9914500234250493;0.049885455247975365
"";512_10;null;10;1;10;Raster box;Binary;1.491416982906662;0.9893350460523463;0.05474719666631884
"";512_10;null;10;1;10;Raster box;Binary;1.5114857628016136;0.9918638023422619;0.04839982507198142
"";512_10;null;10;1;10;Raster box;Binary;1.5148508095138506;0.9919820547806688;0.048150910565733354
"";512_10;null;10;1;10;Raster box;Binary;1.5561681673857424;0.9937833766983349;0.043515396572734566
"";512_10;null;10;1;10;Raster box;Binary;1.5266029699551302;0.9928958980789601;0.04565452650649372
"";512_10;null;10;1;10;Raster box;Binary;1.4618945279679538;0.9839433430506657;0.06602578379973505
"";512_10;null;10;1;10;Raster box;Binary;1.5667623128067305;0.9948043616007154;0.04003213397683108
"";512_10;null;10;1;10;Raster box;Binary;1.537748750176791;0.9940571707083747;0.04203696330501939
"";512_10;null;10;1;10;Raster box;Binary;1.4790565669139908;0.987686137021071;0.05838852036119636
"";512_10;null;10;1;10;Raster box;Binary;1.5490050439927974;0.9923795399640025;0.04799097049130248
"";512_10;null;10;1;10;Raster box;Binary;1.5457515802262611;0.9926533326618261;0.047015503424977546
"";512_10;null;10;1;10;Raster box;Binary;1.5313707693062684;0.9910607266832454;0.051420504619730065
"";512_10;null;10;1;10;Raster box;Binary;1.575546848982859;0.9940002368527214;0.043277297912753386
"";512_10;null;10;1;10;Raster box;Binary;1.5172496203118404;0.9892745538392501;0.05585490383483915
"";512_10;null;10;1;10;Raster box;Binary;1.5696605918337678;0.9932192361797991;0.045854029839429294
"";512_10;null;10;1;10;Raster box;Binary;1.571223917364435;0.9937967014822238;0.04388899668843008
"";512_10;null;10;1;10;Raster box;Binary;1.5165361629018934;0.9905533119834771;0.05236108491430282
"";512_10;null;10;1;10;Raster box;Binary;1.506204075910947;0.988378173595801;0.057745007740622134
"";512_10;null;10;1;10;Raster box;Binary;1.566581211222596;0.9936584250285562;0.044247417278990606
"";512_10;null;10;1;10;Raster box;Binary;1.5244722095950205;0.9883694968754717;0.05846744322348029
"";512_10;null;10;1;10;Raster box;Binary;1.4483305324002687;0.9812228374828492;0.07083597099295684
"";512_10;null;10;1;10;Raster box;Binary;1.5499083958479773;0.9912011448169307;0.051628941927776485
"";512_10;null;10;1;10;Raster box;Binary;1.5532851827734149;0.9923264724005386;0.04829213956068849
"";512_10;null;10;1;10;Raster box;Binary;1.5054684211589753;0.9865967664702535;0.062038545194480155
"";512_10;null;10;1;10;Raster box;Binary;1.5211570875160165;0.990170215364047;0.053585358914940505
"";512_10;null;10;1;10;Raster box;Binary;1.5333240313951024;0.9898859251487346;0.05479733730671546
"";512_10;null;10;1;10;Raster box;Binary;1.4025199158329233;0.9719450294797004;0.08424576926138412
"";512_10;null;10;1;10;Raster box;Binary;1.5182279142019788;0.9887573168366385;0.05723769147056984
"";512_10;null;10;1;10;Raster box;Binary;1.4782997211159845;0.9852461822712961;0.06395836130422124
"";512_10;null;10;1;10;Raster box;Binary;1.510909496894207;0.9865635389905404;0.062340944116753276
"";512_10;null;10;1;10;Raster box;Binary;1.5251559183746808;0.9878029917549205;0.05991847354825179
"";512_10;null;10;1;10;Raster box;Binary;1.5230346434534052;0.9872930969695458;0.06108880028685581
"";512_10;null;10;1;10;Raster box;Binary;1.4637325460519528;0.9752615933487884;0.08242178907633232
"";512_10;null;10;1;10;Raster box;Binary;1.5116762862315973;0.9861412571833713;0.063358685759309
"";512_10;null;10;1;10;Raster box;Binary;1.5197493231905987;0.9867482072402768;0.06226745418404917
"";512_10;null;10;1;10;Raster box;Binary;1.5231904698792402;0.9868025993326967;0.062278519355371986
"";512_10;null;10;1;10;Raster box;Binary;1.5585894072583941;0.990745047738183;0.05325898226545946
"";512_10;null;10;1;10;Raster box;Binary;1.5521581742236115;0.9891718839161452;0.057415817478897735
"";512_10;null;10;1;10;Raster box;Binary;1.4443747409925627;0.9798248344214817;0.07327726036616057
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;-0.0;NaN;0.0
"";512_10;null;10;1;10;Raster box;Binary;1.2472762141101632;0.9779642436756871;0.06619423069955077
"";512_10;null;10;1;10;Raster box;Binary;1.2830691384533885;0.9830166771607904;0.059626038377757484
"";512_10;null;10;1;10;Raster box;Binary;1.3516527808241985;0.9815123685380085;0.06558626477807236
"";512_10;null;10;1;10;Raster box;Binary;1.3630915402974233;0.9813137499836978;0.06650237637663707
"";512_10;null;10;1;10;Raster box;Binary;1.2462063180149319;0.9779922527206725;0.06609445762927252
"";512_10;null;10;1;10;Raster box;Binary;1.2838077202984728;0.9816569910110564;0.0620455154786029
"";512_10;null;10;1;10;Raster box;Binary;1.3341573295377476;0.9820115789311453;0.0638410867239034
"";512_10;null;10;1;10;Raster box;Binary;1.3086274962491624;0.9813433054795236;0.06379371824882059
"";512_10;null;10;1;10;Raster box;Binary;1.2408679386383612;0.9770041071263006;0.06730657845807528
"";512_10;null;10;1;10;Raster box;Binary;1.2835397882240376;0.9802109149362586;0.06447887224234708
"";512_10;null;10;1;10;Raster box;Binary;1.3860677805175472;0.9875163256434042;0.0550983442910043
